,industry,title,company,logo,raw description
38,Book and Periodical Publishing,"Graphics Intern, Scientific American",Scientific American,https://media.licdn.com/dms/image/D4E0BAQESnwV1L8FRDw/company-logo_100_100/0/1695130461563/scientific_american_logo?e=2147483647&v=beta&t=prMmNB0CBFZI6X0e_xJkBsaS6FtY30UVztA9sg9Z6Lw,"About Springer Nature Group

Springer Nature opens the doors to discovery for researchers, educators, clinicians and other professionals. Every day, around the globe, our imprints, books, journals, platforms and technology solutions reach millions of people. For over 175 years our brands and imprints have been a trusted source of knowledge to these communities and today, more than ever, we see it as our responsibility to ensure that fundamental knowledge can be found, verified, understood and used by our communities – enabling them to improve outcomes, make progress, and benefit the generations that follow.

About The Brand

Scientific American, the oldest continuously published magazine in the U.S., reaches millions of people each month through its print magazine, app, social media and on ScientificAmerican.com. We publish expert-written opinions and feature stories; news and feature articles by leading journalists; and award-winning graphics, art and multimedia. Visit scientificamerican.com and follow @ScientificAmerican / @Sciam

Scientific American seeks a news graphics intern who has an interest in science, health and environmental journalism, and an ability to gather, analyze, and visualize data. The intern will be fully integrated into our editorial team and contribute to our award-winning coverage of science discoveries, science policy, public health, social science, technology, and insights and innovations that matter.

Description

Scientific American’s news graphics intern will most often research, design, and produce charts or other infographics for stories written by others, but will also be encouraged to conceptualize and pitch visual stories of their own. They will contribute to weekly news and analysis articles for the website, with an emphasis on data reporting and visual presentation. The intern may also contribute to or assist with a variety of other editorial projects including, but not limited to, feature articles. This position pays $20 per hour and is full time—up to 35 hours—for 3-4 months during spring 2024. This position is located in our New York office on a hybrid working model.

Qualifications

Must have command over the basics of reporting and visualization and a strong interest in science, health, environment and/or technology topics. Experience with Adobe Illustrator is required. An undergraduate degree in a science discipline and/or background in journalism are preferred but not required.

How To Apply

By November 10, please upload a single document including your cover letter, resume and a portfolio link. We weigh the cover letter heavily.

US hourly wage $20.00/per hour. The salary offer may vary based on work experience, education, skill level and equity. The US salary range does not align with the salary ranges in other countries when converted to the currency of that country.

Springer Nature is an Equal Opportunity Employer that complies with the laws and regulations set forth in the following “Equal Employment Opportunity Is The Law” poster: http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf

Internal applicants: We encourage that you speak to your manager once the interview process has started. At the point of offer acceptance, it is required that you inform your manager. If for any reason you’re unable to do so, please contact HR who can provide guidance as required.

At Springer Nature we value the diversity of our teams. We recognize the many benefits of a diverse workforce with equitable opportunities for everyone. We strive for an inclusive workplace that empowers all our colleagues to thrive. Our search for the best talent fully encompasses and embraces these values and principles. Springer Nature was awarded Diversity Team of the Year at the 2022 British Diversity Awards. Find out more about our DEI work here. https://group.springernature.com/gp/group/taking-responsibility/diversity-equity-inclusion.

For more information about career opportunities in Springer Nature please visit https://careers.springernature.com/."
39,"Renewable Energy Semiconductor Manufacturing, Motor Vehicle Manufacturing, and Utilities","Internship, Video & Photo Design, Design Studio (Winter/Spring 2024)",Tesla,https://media.licdn.com/dms/image/C4D0BAQHUcu98SZ2TVw/company-logo_100_100/0/1607665771371/tesla_motors_logo?e=2147483647&v=beta&t=V73MbQoy04Bg6vfpdRDrY9CY_5z0AiWX5YzxY50n4ek,"What To Expect
Disclaimer: This position is expected to start around January or February 2024 and continue through the entire Spring term (i.e. through May 2024) or into Spring/Summer 2024 if available. We ask for a minimum of 12 weeks, full-time and on-site, for most internships. Please consider before submitting an application.

International Students: If your work authorization is through CPT, please consult your school on your ability to work 40 hours per week before applying. You must be able to work 40 hours per week on-site. Many students will be limited to part-time during the academic year.

Internship Program at Tesla

The Internship Recruiting Team is driven by the passion to recognize and develop emerging talent. Our year-round program places the best students in positions where they will grow technically, professionally, and personally through their experience working closely with their Manager, Mentor, and team. We are dedicated to providing an experience that allows the intern to experience life at Tesla by including them in projects that are critical to their team’s success.

Location
Fremont, CA


About The Team
As a member of the Content Design team, you will be responsible for supporting all video and photo productions across all products and content platforms, as well as executing your own ideas with the support of the team. Your work has the potential to be seen on a global scale, helping influence people and communities to accelerate the world’s transition to sustainable energy.

What You'll Do

Capturing content in video and photo mediums that align with company brand
Supporting team members for shoots both in office and on-location
Brainstorming within content team and larger Design organization by sharing ideas and feedback
Editing video content by working alongside the video editors
Retouching photos by working alongside photographers
Maintaining organization of your projects within our shared folders
Work with stakeholders to address feedback and deliver the final product


What You'll Bring

Portfolio displaying your passion in the video and photo medium
Pursuing a degree in Film, TV, Communications or related field
Understanding of video and photo editing software and post-production workflow
Basic level of knowledge in video and photo equipment: Cameras, lights, audio
Willingness to learn new tools/techniques
Think innovatively, display initiative and exchange knowledge
Accustomed to going above and beyond, whilst working within tight deadlines
Excellent communicator, team player, resourceful and organized
Highly motivated and proactive


Preferred
Experience with professional level camera equipment (RED, Sony, Fuji)
Experience in typography and visual graphics (Illustrator, After Effects)
Experience in audio mixing and color grading


Benefits
Compensation and Benefits
As a full-time Tesla Intern, you will be eligible for:
Aetna PPO and HSA plans > 2 medical plan options with $0 payroll deduction
Family-building, fertility, adoption and surrogacy benefits
Dental (including orthodontic coverage) and vision plans. Both have an option with a $0 payroll contribution
Company Paid (Health Savings Account) HSA Contribution when enrolled in the High Deductible Medical Plan with HSA
Healthcare and Dependent Care Flexible Spending Accounts (FSA)
LGBTQ+ care concierge services
401(k), Employee Stock Purchase Plans, and other financial benefits
Company Paid Basic Life, AD&D, and short-term disability insurance
Employee Assistance Program
Sick time after 90 days of employment and Paid Holidays
Back-up childcare and parenting support resources
Voluntary benefits to include: critical illness, hospital indemnity, accident insurance, theft & legal services, and pet insurance
Commuter benefits
Employee discounts and perks program


Expected Compensation

$20.00 - $50.00/hour + benefits

Pay offered may vary depending on multiple individualized factors, including market location, job-related knowledge, skills, and experience. The total compensation package for this position may also include other elements dependent on the position offered. Details of participation in these benefit plans will be provided if an employee receives an offer of employment."
40,Public Relations and Communications Services,Graphic Design Internship,Slice Communications,https://media.licdn.com/dms/image/D4E0BAQE8fMm5xyVGpA/company-logo_100_100/0/1688052619526?e=2147483647&v=beta&t=CN0cU8h_u-lTc2QndtrjH1MnO1-Ol0Ybf8DXmpvFEcM,"At our core, Slice Communications exists to get people to pay attention.

As a leading marketing and communications company, it is who we are as people, what gets us up in the morning, and what keeps us going. Since our founding in 2008, we have been working in the attention business and have helped our clients strategically grow and achieve their business goals.

For the past 15 years, Slice’s team of social media, public relations, content, and email marketing experts have moved clients’ target audiences from aware to advocates through our proprietary 5 Types of Attention model. Our strategic focus on attention is what helps our clients achieve and surpass their business goals time after time.

Here at Slice Communications, we are a tight-knit team of innovative thinkers, seasoned experts, and opportunistic hustlers. We run our business on the Entrepreneurial Operating System (EOS), as outlined in the book Traction. Utilizing the EOS model makes our company extremely goal-oriented and has a high level of transparency across the agency.

Every quarter our leadership team hosts an all-staff meeting where they share updates on how we’re performing against our business goals as well as finances. The agency’s goals are clear and discussed regularly among the team along with a clear line of processes and accountability to achieve each goal. We also operate using scorecards to track our, and our clients, performance week after week. As a data-driven company, being able to see how we’re performing against our KPIs every week attributes to our transparent culture.

As a client-driven agency, we are committed to ensuring we meet our clients' needs and developing trusting relationships with them. That means there are times when we need to meet with them in person, attend their events, have an in-person strategy session, tour their facilities, or just take them out to lunch. There are also two required, in-person Slice events for all full-time employees: the annual Social Media Day PHL conference and the annual holiday party, both of which take place in Philadelphia. Other than those things, our team members are encouraged to work appropriately, whether that is from home, another quiet space, or in our Philadelphia or Wilmington offices.

When meeting with clients or attending events on behalf of the company, Slice team members are the best dressed people in the room. We know that everything communicates, and as trusted consultants to our clients, we need to demonstrate that in how we show up and what we wear. Because we get to know our clients so well, we are in tune with whether a suit jacket or flats or fun earrings are appropriate. We are the best representatives of our brand, and we take that seriously.

We provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, Slice will provide reasonable accommodations for qualified individuals with disabilities.

All of our internships provide hands-on experience with our existing group of highly talented people and clients.

Graphic Design Interns Will Perform The Following Tasks

Create social media advertisements
Create imagery for social media posts
Create infographics per Slice and client requests
Design email templates
Design print and digital advertisements
Support agency promotion and integrated marketing efforts

Skills And Attributes Interns Are Expected To Have

Knowledge of digital media software - Photoshop or other graphic design software
Knowledge of video editing software is a plus
Knowledge of social media - Facebook, Instagram, Twitter, LinkedIn, YouTube, Pinterest, blogs, etc.
Energy and desire to contribute fresh ideas and create content to get clients noticed
Attention to detail
Ability to work a minimum of 16 hours a week

Compensation

There is a $50.00 per month stipend for WiFi."
41,Wholesale,Graphic Design Internship - Summer 2024,The Restaurant Store,https://media.licdn.com/dms/image/D4E0BAQGJhhlCvgs-aA/company-logo_100_100/0/1684429222340?e=2147483647&v=beta&t=dpl4Mq_890gjbhInIkM7R5vTnV5ixzcQgzO-CNr2aBc,"Description:

The Restaurant Store utilizes technology, purchasing power, and great employees to provide excellent hospitality, quality, and value to our customers. We seek to employ people who treat others with respect, value integrity and honesty, and seek out change to implement innovative and effective solutions.

Learn more about The Restaurant Store

See what our creative team’s been up to: https://www.instagram.com/trs.creative/

Position Summary:

If you love wearing many hats and working on a variety of projects, this internship is for you!

The Restaurant Store is looking for a creative professional to join our growing in-house marketing team as a Graphic Design Intern. This exciting position provides an opportunity to work on a variety of print and digital content pieces across multiple digital and physical channels. We’ll work to identify your natural areas of strength and develop a growth plan that fits your creative career goals.

What You’ll Be Doing:

Designing and preparing creative assets to market The Restaurant Store and its products by utilizing and contributing to our Design System (Pantry). You will work on a variety of projects in support of various campaigns and marketing initiatives, with a focus on helping you gain experience in a wide variety of design skillsets and projects. Interns typically work on:
Digital marketing (website content blocks, promotional emails)
Custom assets for landing pages and blog articles
Print marketing (flyers, direct mail, merchandising)
Sales and event campaigns (new store openings and seasonal events)
Creation of additional collateral or design requests as needed
Balancing multiple projects and managing your own workload
Communicating with managers and leads on the status of projects
Collaborating with the design team to keep on top of industry and technology trends
Working alongside a high performing marketing team rapidly growing company
Taking ownership and becoming an expert in your areas of interest

What We’re Working With:
Figma, Adobe CC- InDesign, Photoshop, Illustrator, AfterEffects
Miro, Adobe Acrobat, SharePoint
Microsoft 365 and Microsoft Teams
ClickUp and an agile approach to project management
Powerful laptops running Windows OS

Who We’re Looking For:
Comfortability in Adobe InDesign, Illustrator, and Figma – or the willingness to learn
Knowledge of industry tools and understanding of designing intuitive and responsive user experiences
Strong sense of layout, navigation, typography, color, and image composition as applied to web and print experiences
Excellent communication skills and the ability to work autonomously or collaboratively with a team
Excited by learning new programs, software, and design trends
A creative thinker who can communicate complex messages through design
A detail-oriented mindset, with the ability to make quick decisions and take initiative
Currently enrolled in college, taking courses, or are looking for career growth

This internship begins May 2024 and ends August 2024 – with flexibility on start and end dates.

Preference will be given to candidates able to be on-site at our Lancaster, PA campus."
42,Internet Publishing,Summer 2024 Design Internship,Deeplocal,https://media.licdn.com/dms/image/C4E0BAQF5AfjVfY4hWA/company-logo_100_100/0/1558100992997/deeplocal_logo?e=2147483647&v=beta&t=VqXpsCjGcNBS_ZeF1HgUozQGwUwVAtDRkCfO-sLr-hc,"Deeplocal is looking for a Design Intern with a focus on interactive experience design to join the team for summer 2024.

Deeplocal pushes the boundaries of interactive experiences for some of the world’s top brands. Design interns work alongside experience designers, creative marketing strategists, and technologists to develop and refine creative concepts. Our interns contribute to the artistic vision of real-world physical experiences, environments, and exhibits through hands-on learning and application of their skills, with mentorship from top professionals in the field.

Experience Design interns collaboratively support the creation of experiences that tell a strategic story and look visually-stunning all while meeting the client’s goals. This typically looks like:

Concept Visualization - Communicate abstract concepts with compelling visuals and demonstrate strong physical and visual design skills—including the ability to visualize ideas through sketches and/or renderings.
Pitch/RFP Support - Support the pitch and RFP response process with secondary research, deck design, sketching, modeling, and mood board development.
Persona and User Journey Support - Assist creative team members and strategists in secondary research, developing personas, creating user journeys, and thinking about how people move about around a space.
Physical + Interaction Design - Work with the creative team members and creative technologists to design spatial interactions, environments, and physical objects (from early sketches to full visual models and detailed interaction design).
Visual Design - Prepare finish material sample boards, physical models, and graphic presentations for client approval. Create, and iterate, original designs (print, environmental, etc.) based on internal direction.

Interns are compensated with competitive wages. For credit options are also available, if desired. All design internships are based in our office in Pittsburgh, PA.

Desired Skills

Excellent communication and collaboration skills are a must
Interest in a combination of strategy and design, developing a holistic narrative vision for a space
Experience designing spatial interactions, environments, and physical objects
Proficient in a 3D modeling software (SketchUp, Rhino, or Fusion preferred)
An awareness of current aesthetic, cultural, and popular trends
A strong understanding of marketing and experience crafting concepts in response to creative marketing briefs is strongly preferred

About Deeplocal

Deeplocal is a quickly growing, internationally-recognized, innovation studio based in Pittsburgh, PA. Deeplocal’s team of 100+ includes experts in marketing, engineering, design, and fabrication who collaborate to develop never-seen-before physical experiences for brand clients.

From creating a mind-controlled bike that allowed riders to shift with their thoughts, to building a robotic pitching machine that allowed a child to throw out the first pitch at a baseball game from thousands of miles away, to a single button that dims the lights, orders food, silencers your phone and puts on your favorite show, to a machine that graffitied tweets on the roads of the Tour de France, our projects are wide-ranging and unique.

Deeplocal has been behind some of advertising’s most talked about campaigns: the Netflix Switch, Google Photos Pay With A Photo, Google Fiber Nick’s First Pitch, and the Nike Chalkbot. Deeplocal’s current clients include Google, Nike, and Nest.

Deeplocal’s studio is located in a renovated brewery loft space in Sharpsburg, PA—just outside of Pittsburgh and within a few minutes of Lawrenceville. All team members at Deeplocal contribute and participate in work for our amazing roster of clients.

Deeplocal has been named one of the Best Places to Work in Western Pennsylvania for the past four years and has received numerous awards in advertising and design. Deeplocal’s work has been featured on Fast Company, Wired, NYTimes, USA Today, the Today Show, Good Morning America, Gizmodo, Engadget, Forbes, and many more.

Our Mission

Invent products and experiences for innovative brands.

Our Purpose

To be a place where amazing talent can invent, create and inspire.

Our Core Values

Deeplocal is committed to maintaining the company's core values and culture as the company grows. Employees should exhibit the following Deeplocal core values:

Inventive
Impactful
Resourceful
Humble
Efficient

Powered by JazzHR

6EHmJGgSow"
43,Construction,Internship,U.S. Engineering,https://media.licdn.com/dms/image/C560BAQGmIn6QcSccYw/company-logo_100_100/0/1638376381512/usengineering_logo?e=2147483647&v=beta&t=tP8KdW9tvlVGu8gEWR9nQ_ckVIZUVv2FaR2HSe4KmDc,"Job Description

U.S. Engineering has been an industry leader since 1893. How? Constant innovation and a willingness to evolve. The construction industry changes rapidly, and we cultivate a dynamic workplace where even our newest team members can influence change and make an impact. We know that our most valuable asset is our people. Join us!

Our Summer internship program is a full-time, 10–12-week summer position from May through August 2024. As an intern you’ll receive an exciting opportunity to acquire relevant work experience and work alongside our best and brightest. You will be paid competitively and get to network with our top leaders. Your experience will include an orientation, job walks and a community service event, just to name a few.

Internships at U.S. Engineering:

As mechanical contractors, we rely on an enormously varied pool of experts to keep our company running smoothly. From project managers in the field directing construction operations, to detailers on site or in the office using VR to design building systems. From a content specialist writing this sentence, to an accountant paying the bills (and paying the content specialist writing this sentence). Types of internship opportunities are based on current business needs and vary from summer to summer. As an intern you will start off in the area that suits you. You might work alongside our teams in Accounting, Marketing, HR, Construction, preconstruction, Innovations, safety, or virtual construction.

Education:

Pursuing or recent graduate of a bachelor’s degree at a college/university.

Knowledge, skills and abilities:

An appetite to learn.
Ability to work independently, as well as collaborate with a team.
Effective communication skills.
Ability to develop and foster strong professional relationships.
Self-motivation and awareness.
Basic level of business acumen.

Physical and/or Travel demands:

This position will work out of our Kansas City, Missouri office (3433 Roanoke Road, Kansas City, MO 64111).
Frequent use of computer, including keyboard, viewing monitor for extended periods of time, physically moving throughout the office.
Occasional day trips between construction job sites, offices, and manufacturing facilities

Benefits and Compensation:

This is a temporary, full-time, non-benefits eligible position, and is classified as non-exempt. We pay our interns because we value your time and want to support your financial stability as you begin to explore your options in this industry. The hourly rate for this position has been established at $18-$22/hour and is U.S. Engineering's good faith and reasonable estimate at the time of the posting. The compensation offered to the finalist selected for this role will be set based on a variety of factors.

Culture:

At U.S. Engineering, we actively engage in a high-performance culture, meaning we maintain a culture in which people can be the best version of themselves. We encourage professional development, and we always put our people first in everything we say and do. Our people don’t just matter, they are the priority.

Candidates must be legally authorized to work in the United States on a full-time basis without requiring future sponsorship for employment visa status. We will not sponsor applicants for work visas.

U.S. Engineering is an Equal Employment Opportunity Employer and shall provide equal employment opportunities to all people in all aspects of employer-employee relations, without regard to race, color, creed, national origin, religion, sex, age, sexual orientation, gender identity, disability or veteran status.

U.S. Engineering is compliant with the Drug Free Workplace Act, and all offers of employment are contingent upon the completion of a pre-employment drug screen.

Disclaimer: The above statements are intended to describe the general nature and level of work being performed by people assigned to this position. They are not intended to be construed as an exhaustive list of all responsibilities and job specifications required of employees so classified. U.S. Engineering reserves the right to revise as needed. The job description does not constitute a written or implied contract of employment.

Powered by JazzHR

0u4NX9Dsyp"
44,"IT Services and IT Consulting, Software Development, and Computer and Network Security",Design Intern,"OST - Open Systems Technologies, Inc.",https://media.licdn.com/dms/image/C560BAQFrVJph45BIyQ/company-logo_100_100/0/1674064633555/open_systems_technologies_inc__logo?e=2147483647&v=beta&t=csDVJ8KMw06yHlJJiOPJivw_QxaqZ6ac6VviRTMWVxY,"User Experience Design Intern (Summer 2024 | Remote, Michigan or Minnesota)

This role may require a hybrid schedule in one of our Michigan or Minnesota office locations.*
At OST, we believe that experience plays a vital role in any digital project, product, or initiative. And we believe that design researchers, service designers, and UX/UI designers play a critical role in ensuring that everything we create is designed and built for the people who will use it. As an intern at OST, you will have the opportunity to make a real impact with your thinking and skills.
What you will accomplish in this role (based on your skillset and area of focus):
Deliver exceptional service to our internal and external clients
Support execution of internal and external projects from conception through delivery
Help conduct user research to uncover key insights, inform innovation, and inspire design
Participate in the design and facilitation of discovery, alignment or innovation sessions and other client-facing meetings
Contribute to overall project quality and success by wholly owning or assisting with the production of project deliverables (i.e. product roadmaps, user personas, service blueprints, user flows, user stories, journey maps, alignment diagrams, sketches, wireframes, prototypes, visual concepts, strategic communication)
Build and maintain close relationships with our partners in development, QA, client services as well as other design team members to ensure that all requirements and design decisions are clearly understood and delivered
Develop an understanding of consulting practices including client services, budgeting, timelines, and processes


What you bring to this role:
Minimum two years of study or experience in experience design, qualitative research, service design, web design, graphic design, industrial design, human factors design, or other related disciplines
Ability to synthesize information and communicate difficult and unfamiliar concepts in plain language
Sketching, wireframing, and prototyping skills (Figma, InDesign, Zeplin, Miro and Marvin are our core tools)
User research, journey mapping, service blueprinting, persona, or jobs to be done experience
Familiarity with human-centered design and design thinking
Willingness and drive to learn new skills (including any of the above you may not have today) and adopt new ways of working
Comfort with some level of ambiguity


Traits we are looking for in this role:
Empathy for your colleagues, the clients we serve, and their end users
Curiosity and a learning mindset
Open-mindedness and adaptability – consulting work is fluid at times and priorities can change quickly
Self-advocacy: you ask for what you need to move work forward and be successful
Integrity and clearly defined values — you value being part of a strong team
A high level of detail orientation and quality standards
Positive attitude and commitment to delighting our clients and each other
Strong engagement with the XRD team and the OST community

What you can expect from us in return:
Opportunities to try new things and grow as a consultant and an experience, research or design professional
A dedicated manager and a dedicated mentor to support your work
Respect for your personal time and work/life balance
The chance to collaborate with other interns (in work and play!)
A fun and inclusive culture where you can bring your whole self to work
The tools and technology necessary to do your job successfully

You matter! Your experiences matter, your journey with OST matters, and your success matters. People drive all our achievements, and we know that taking care of each other takes care of everything else. This is why we strive to promote diversity, equity and inclusion within our company, the work we do and our communities. We’ll surely face challenges along the way. And we’ll all continually learn from them to build a caring culture true to our guiding principles: honor, delight, serve, embrace, and learn.
OST is an equal opportunity employer that is committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, national origin, disability status, protected veterans status, or any other characteristic protected by federal, state, or local laws, and will not be discriminated against on the basis of disability. ."
45,Public Relations and Communications Services,Design Intern,Golin,https://media.licdn.com/dms/image/C4E0BAQHmoOKejpGKjw/company-logo_100_100/0/1624549078949?e=2147483647&v=beta&t=Bi0CbEYNDBHAf4Gqz2fS4oW3TqvdYyhoW5AxBbn_Aqo,"New York, New York, United States

Who We Are

Golin is a progressive public relations agency with expertise ranging from brand-building and cutting- edge digital content, to corporate reputation, healthcare advocacy and measurement. Golin aligns earned-first, data-driven creative with the customer journey, to deliver maximum impact for clients and reach a profoundly diverse global market. “Go All In” is the agency’s ethos and commitment to bravery over mediocrity.

Golin is looking for our next Design Intern who is looking to become the next creative superstar. We are seeking someone who is curious, highly motivated and interested in what’s going on around the world and how it impacts brands. You are a self-starter that not only understands trends, but can create a few, too. Do you have experience with Adobe Creative Suite? Looking to use your skills to help brands be more creative and connected to culture? If so, Golin is looking for candidates like you!

Our paid, full-time internship is designed to give you the authentic experience of working in an agency. This will be a 3-month internship.

Sound like you want to “Go All In” with us?

Requirements

You must be a recent college graduate.
You must be available to work a full-time schedule, Monday - Friday, 9:00 a.m. - 6:00 p.m. ET with some flexibility as needed.
This is a hybrid internship and there will be an expectation to be in the New York office.


Qualifications

Fluent in Adobe Creative Suite (After Effects, Illustrator, Photoshop, Premier).
Show enthusiasm, passion, and curiosity.
Have the desire and willingness to learn new skills.
Proactive thinking. You’re always bringing ideas because you know not every opportunity lives within the brief.
Strong desire to collaborate, with a positive demeanor and vision for the future.
Knowledge of and sensitivity to trends influencing popular culture and design


To Be Considered, Your Application Process Must

Apply to this posting
Save your resume as PDF titled: Last Name, First Name


Salary: $18/hour

Golin has included the base salary range or hourly rate for this role. Actual compensation offered within the range will depend upon, among other factors: a candidate’s skills, qualifications, and experience; actual ranges for current or former employees in the role; and market considerations.

Golin is proud to be an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, citizenship, disability or protected veteran status.

We make our careers website accessible to any and all users. If you need an accommodation to participate in the application process, please contact us at JobAppAccommodation@ipgdxtra.com. This email address is not for general employment inquiries or vendors; rather it is strictly for applicants who require special assistance accessing our employment website. Due to volume, messages sent to this email address that are not related to an accommodation cannot be answered."
46,Retail Apparel and Fashion,Design Internship (Spring 2024),LoveShackFancy,https://media.licdn.com/dms/image/C560BAQHOAJcJUKJrJw/company-logo_100_100/0/1630065874820?e=2147483647&v=beta&t=SbGVdnXCeWBkK7z8RREHhIjtNOV35QIKbl6dbphjB5s,"Description

ABOUT LOVESHACKFANCY

LoveShackFancy began in 2013 with a beach-to-ballroom hand-dyed halter dress that founder and creative director Rebecca Hessel Cohen made for her bridal party. Over time, that one article of clothing, created to celebrate love, has turned into a world filled with all things romantic, dreamy and drenched in optimism — from clothing to tabletop, bedding, swim, ski, travel accessories, shoes and more.



We are looking for hardworking and passionate Design Interns to join our team this Spring. As a Design Intern, you will work alongside the Wovens team, Knits team and Print Design team to learn about all facets of the design process at LSF.

Please see the below mandatory guidelines for applying to the LoveShackFancy design internship:"
47,Retail Apparel and Fashion,Design Internship (Spring 2024),LoveShackFancy,https://media.licdn.com/dms/image/C560BAQHOAJcJUKJrJw/company-logo_100_100/0/1630065874820?e=2147483647&v=beta&t=SbGVdnXCeWBkK7z8RREHhIjtNOV35QIKbl6dbphjB5s,"Description

ABOUT LOVESHACKFANCY

LoveShackFancy began in 2013 with a beach-to-ballroom hand-dyed halter dress that founder and creative director Rebecca Hessel Cohen made for her bridal party. Over time, that one article of clothing, created to celebrate love, has turned into a world filled with all things romantic, dreamy and drenched in optimism — from clothing to tabletop, bedding, swim, ski, travel accessories, shoes and more.

Role Overview

We are looking for hardworking and passionate Design Interns to join our team this Spring. As a Design Intern, you will work alongside the Wovens team, Knits team and Print Design team to learn about all facets of the design process at LSF.

Please see the below mandatory guidelines for applying to the LoveShackFancy design internship:

Interns MUST receive college academic CREDIT as this is an unpaid internship
Interns MUST be a fulltime design student/major
Interns MUST be able to provide a design portfolio and resume
Interns MUST be in-person only

Key Responsibilities

Support the Design team throughout all stages of the design process
Assist with compiling seasonal design packets by creating CADs and helping with sketch updates
Hand sketching as needed
Assist with the preparation of presentation concept boards and tableaus
Assist with organizing design all archives from in house samples to fabric sourcing headers
Attend key meetings to understand the creative process of developing product
Help to spec / measure garments as needed
Assist in creating repeat prints and creating original print colorways
Assist with hands-on tasks such as hand sewing and garment dying
Help to maintain overall office tidiness
Other duties, as required, to support the needs of the respective Design team

This job description may not be inclusive of all assigned duties, responsibilities, or aspects of the job described, and may be amended at any time at the sole discretion of the Employer.

Skills, Qualities & Behaviours

Must be proficient in Adobe Photoshop
Meticulous attention to detail and a strong ability to multitask
Excellent verbal and written communication skills
Strong hand sketching ability to sketch garments as needed
Excellent computer skills and ability to learn new programs quickly
Ability to learn in a fast-paced environment, meet deadlines and adapt to changing priorities
Must know how to hand sew (knowledge of machine sewing is encouraged)
The candidate should have knowledge of the ecommerce landscape and be familiar with competing brands in the market
Must have clear understanding of the LoveShackFancy brand and aesthetic."
48,Professional Services,Intern- Architecture Design,Gray,https://media.licdn.com/dms/image/D560BAQHeQEIdcM7MBQ/company-logo_100_100/0/1695134857576?e=2147483647&v=beta&t=JnGJ7oHrzdOuDB9G-5cx3MMj_X2J2wTwAzU5C73YcFA,"Overview

Gray AE is looking for an Architecture Design Intern for Summer 2024 in our Charlotte, NC office.

Responsibilities

Why Gray?

Gray is a family-owned, fully integrated global service provider specializing in engineering, design, construction, digital, equipment manufacturing, and real estate services. Deeply rooted in EAC services, Gray serves both domestic and international customers across our core markets: Food & Beverage , Manufacturing , Automotive , Distribution , Mission Critical , and Commercial . At Gray, our purpose is to make a positive difference in people's lives and build a better future.

Gray AE, the design arm of Gray, is a top-ranked firm offering architecture and engineering services across the globe. Made up of multidisciplinary teams of architects, engineers, and project managers, these collaborative teams work every day to provide unique, customized solutions for our customers.

It’s the spirit of our people – the passion, commitment, and a great team environment – that makes our company a great place to work.

Qualifications

Who we want… (Requirements)

Completion or in pursuit of college degree.

Must possess basic computer skills including the ability to utilize 3D modeling software (i.e. Revit), virtual meeting software, word processing, spreadsheet, and e-mail applications.

The new team member should be an energetic, self-motivated individual who enjoys a team environment, as well as a passion for collaboration and professional development. If you are a high achiever striving to exceed expectations in a fast-paced innovative company, then Gray is the place for you.

The requirements listed above are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

What We Expect… (Essential Functions)

Assist team members with various duties assigned.

Update various records, files and procedures, as assigned.

Participate in various job related activities as assigned.

Other duties may be assigned.

Overtime may be required.

Physical Demands & Work Environment

The physical demands described here are representative of those that must be met by a team member to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

While performing the duties of this position, the team member is frequently required to stand, walk, sit, use hands and arms, reach, and talk or hear. They are regularly required to climb or balance, stoop, kneel , or crouch. Must frequently lift and/or move up to 25 lbs, and occasionally lift or move up to 100 lbs. Specific vision abilities include accurate near and distant vision.

Frequently in a normal office environment where noise level is moderate and temperature/humidity is controlled. Overtime may be required.

Supervisory Responsibilities

This job has no supervisory responsibilities.

EEO Disclaimer

Our Company will be proactive in employing and advancing qualified individuals regardless of race, color, religion, sex, national origin, age, disability, genetic information, protected veteran status, or any other protected status."
