,title,company,logo,industry,raw_description
105,Construction Internship,Meritage Homes,https://media.licdn.com/dms/image/C4D0BAQE1Q3i7bbpysw/company-logo_100_100/0/1561492091450/meritage_homes_logo?e=2147483647&v=beta&t=2eXNWsXcyvA3fXSMvABTzf-Js3eLbULbIZytJCI4Y9E,Construction,"Responsibilities

Do you want to be a part of something extraordinary? Do you love to win as a team, work hard, innovate and excel…..then let’s chat?!?! Meritage Home’s is a top 5 builder dedicated to building energy-efficient homes and communities. We are looking for future leaders that can help Meritage continue to grow, set our future strategy and solve our business challenges. Our internship program is designed to help you not only understand what we do but how and why we do it. If you are looking for an experience where you can immerse yourself in a business, establish a network, learn, develop your skills, and have some fun, than this is the place for you.

The Construction intern will learn about the new home construction process within assigned communities. This includes ensuring homes are delivered within specific cycle times, budget targets are met and customer quality expectations are achieved. This is all while learning the broader business strategy, participating in cross-functional projects involving other interns and business leaders.






#earlycareer




















Are you looking for an incredible career opportunity? Then Meritage Homes is the place for you! From the homes we build to the careers we offer, we believe in quality.   Meritage Homes is the ENERGY STAR® Partner of The Year in Sustained Excellence for being a leader in protecting the environment and advancing energy efficiency in homebuilding. We are looking for candidates who are excited about furthering their careers, as well as being a part of an organization that helps people live happier, healthier lives. With over 100,000 homes built, Meritage Homes is looking for professionals who are self-starters and want to help our organization grow by providing new and innovative ideas.

When joining Meritage Homes, you and your career can benefit in several ways, including:"
106,PAID INTERNSHIP | Management Trainee,Tidewater Consulting,https://media.licdn.com/dms/image/C4D0BAQHv6TguS5udVw/company-logo_100_100/0/1662622197561?e=2147483647&v=beta&t=LXiEIi1FE3k93UEVj_k2x0qoKlstwvPinR0Ifiz_lXI,Internet Publishing,"Tidewater specializes in the development of cutting-edge marketing campaigns allowing us to create brand awareness for industry leading clients. Our Business Development team is offering an extraordinary PAID internship opportunity for students, and entry level roles for green professionals. We are looking for ambitious and creative forward thinkers, that will engage directly with clients in order to contribute fresh ideas to our sales and marketing teams.





This entry level role allows both hands-on experience and classroom training from our nationally recognized management teams. Interns and entry level employees are to represent our company with professionalism and practice honesty and integrity in all business transactions.





Sales, marketing, customer service, retail, athletics, restaurant, teamwork, training, campaigns, leadership, communication, outreach, advertising, business development, hospitality, adaptability, promotions, teams, clubs, fitness, problem solving, military, entrepreneurship, delivery, negotiation skills, products and services.

Powered by JazzHR

pHRKyrR7ej"
107,WB Games Software Engineering Co-op Internship - Spring 2024,Warner Bros. Discovery,https://media.licdn.com/dms/image/C4D0BAQGx5RV9AvJFYg/company-logo_100_100/0/1649455844061?e=2147483647&v=beta&t=T37HeWOnFHMyXwAxFKKPecq4tWjcK4BV-cqBNSyc43E,Entertainment Providers,"Every great story has a new beginning, and yours starts here.

Welcome to Warner Bros. Discovery... the stuff dreams are made of.

Who We Are...

When we say, ""the stuff dreams are made of,"" we're not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD's vast portfolio of iconic content and beloved brands, are the storytellers bringing our characters to life, the creators bringing them to your living rooms and the dreamers creating what's next...

From brilliant creatives, to technology trailblazers, across the globe, WBD offers career defining opportunities, thoughtfully curated benefits, and the tools to explore and grow into your best selves. Here you are supported, here you are celebrated, here you can thrive.

Warner Bros. Games Boston is a Warner Bros. Games development studio focused on creating free-to-play games for mobile platforms. The studio is utilizing its extensive expertise in creating persistent online worlds that foster powerful social gaming communities to develop its hit mobile game, Game of Thrones: Conquest.

WB Games Boston is looking for Software Engineer Co-ops to join our game engineering teams! In this position, you will have a hands-on role maintaining and implementing key game systems and features for an upcoming unannounced mobile strategy title. These co-ops will be located in the Boston, MA area from January to June (6 months). The selected co-ops will be expected to join us in the office on a regular cadence based on the intern managers in office schedule.

This role is an opportunity to get your foot in the door to the exciting and rewarding Games Industry. This is a genuinely entry-level opportunity at a studio that is committed to inclusive and equitable hiring. Prior professional experience is not required.

As part of our game engineering team, you will work to improve the player experience, build out new features, investigate tricky technical issues and bugs, and collaborate with designers and artists to help deliver an ambitious new title.

The Daily



The Essentials



Warner Bros. Discovery will only consider candidates who are presently authorized to work for any employer in the United States and who will not require work visa sponsorship from Warner Bros. Discovery now or in the future in order to retain their authorization to work in the United States.

The Nice to Haves





WBD's Internship/Co-op Program is designed to nurture students professionally and personally. We attract the country's boldest and brightest students for paid, for-credit, real-world internship experiences in the entertainment, tech, sports, news and media industries. We offer career-defining opportunities to learn valuable skills that will help you prepare for a successful future.

Ready to learn more? Here's what we offer:



What you can expect to take away from this co-op:







We are interviewing through Fall 2023 on a rolling basis. A Warner Bros. Discovery Intern team member will contact you if your experiences and interests match an open internship position. Due to the high volume of applications, we are unable to give individual status updates.

In compliance with local law, we are disclosing the compensation for roles in locations where legally required. Pay Rate: $31 per hour USD.

How We Get Things Done...

This last bit is probably the most important! Here at WBD, our guiding principles are the core values by which we operate and are central to how we get things done. You can find them at www.wbd.com/guiding-principles/ along with some insights from the team on what they mean and how they show up in their day to day. We hope they resonate with you and look forward to discussing them during your interview.

The Legal Bits...

Warner Bros. Discovery embraces the opportunity to build a workforce that reflects the diversity of our society and the world around us. Being an equal opportunity employer means that we take seriously our responsibility to consider qualified candidates on the basis of merit, without regard to race, color, religion, national origin, gender, sexual orientation, gender identity or expression, age, mental or physical disability, and genetic information, marital status, citizenship status, military status, protected veteran status or any other category protected by law.

If you're a qualified candidate with a disability and you need a reasonable accommodation in order to apply for this position, please contact us at recruitadmin@wbd.com."
108,PR / Digital Communications Marketing Internship - Spring 2024,Fuse,https://media.licdn.com/dms/image/C4E0BAQEdkFwPjyJ6kg/company-logo_100_100/0/1614979442231?e=2147483647&v=beta&t=HBukirQ_5MJRqAWx14L__TIBNapt70JHu1iW8bx7TYU,Internet Publishing,"These are not your ""run-of-the-mill"" internships. Fuse offers meaningful, hands-on learning opportunities for students to work with and learn from our team of PR, Social Media and Communications experts. Some areas of focus may include media relations, brand PR, digital communications, content development, social media management, copy writing, corporate communications, and grassroots publicity programs.




January - May 2024


Fuse reserves the right to conduct background checks such as criminal and driving record checks for relevant roles. Please note these are non-paying internships. Candidates should thoroughly review our web site before contacting us regarding internships. Please apply by completing the online application. Fuse will contact individuals selected for interviews. Unfortunately, we cannot accept phone calls or emails regarding these internships or the status of an application.

Open to remote/hybrid candidates.

Powered by JazzHR

bkzLQQM7Fr"
109,Senior Brand Management Internship (2025 Graduates – MBA),Procter & Gamble,https://media.licdn.com/dms/image/C4D0BAQGGCd-fMXfRWw/company-logo_100_100/0/1661448431618?e=2147483647&v=beta&t=_AcbB7tfAZuMBtzpvQmokY1-ide5I6hgHJCwjPWx90g,Manufacturing,"Job Location

Cincinnati

Job Description

ARE YOU LOOKING FOR MEANINGFUL WORK? COME WORK WITH US WHERE BRAND MANAGEMENT WAS BORN!

Did you know P&G invented the concept of branding and data-driven brand management? Over the years, P&G’s Brand Management has remained a forward-thinking powerhouse behind building the largest, most influential brands around the globe. Above all, P&G Brand Management is about growing our Brands, Business, and People.

We are looking for the world's best marketing pros who follow one simple concept: ""Consumer is boss"". Working in brand management at Procter & Gamble means being more than just a marketer, it means being a total business owner. Our core work regularly crosses traditional functional lines to identify consumer insights and execute varying marketing tactics that continue to deepen the ways in which P&G connects with its customers. Through data driven strategies, we lead the vision and execution of touching and improving 5 billion lives daily.



As a Senior Brand Manager, you will be responsible for making sure we win with consumers' preferences in each of the following key touchpoints:



We want to hire visionaries who are excited to drive constructive disruption through empowered, agile and accountable leadership. A dynamic combination of strategic, analytical, and creative skills allows for the innovation necessary to continue winning in a changing landscape.













In their first year of an MBA program and in good academic standing.



Because of P&G’s develop from within talent development model, ensuring a strong pipeline of talent through P&G’s internship program is vital. Intern sessions are considered temporary employment, with an aligned completion date. The most successful interns will be considered for full-time positions, based on business needs.

Starting Pay/Salary Range: $29 – $50 hourly

Compensation for roles at P&G varies depending on a wide array of non-discriminatory factors including but not limited to the specific office location, role, degree/credentials, relevant skill set, and level of relevant experience. At P&G compensation decisions are dependent on the facts and circumstances of each case. Total rewards at P&G include salary + bonus (if applicable) + benefits. Your recruiter may be able to share more about our total rewards offerings and the specific salary range for the relevant location(s) during the hiring process.

We are committed to providing equal opportunities in employment. We value diversity and do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Immigration Sponsorship is not available for this role. For more information regarding who is eligible for hire at P&G along with other work authorization FAQ’s, please click HERE.

Procter & Gamble participates in e-verify as required by law.

Qualified individuals will not be disadvantaged based on being unemployed.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.



Full time



R000086087



Internships (Job Segmentation)



$29.00 - $50.00 / hour"
110,Sales - Procter & Gamble Internship,Procter & Gamble,https://media.licdn.com/dms/image/C4D0BAQGGCd-fMXfRWw/company-logo_100_100/0/1661448431618?e=2147483647&v=beta&t=_AcbB7tfAZuMBtzpvQmokY1-ide5I6hgHJCwjPWx90g,Manufacturing,"Job Location

Cincinnati

Job Description





If you answered “YES” to all the above questions, we are excited to invite YOU to be a Sales Intern at P&G during the Summer of 2024!

We are seeking Sales Interns to join our company who will set priorities and follow through on commitments, collaborate effectively with diverse teams of people, and demonstrate innovation and initiative – all while being excellent communicators and drawing on creative and data-driven insights to shape business strategy. As a Sales Intern at P&G, you will need to be highly motivated and results-oriented—starting on Day 1, you will exercise early selling and account management responsibilities.

As a Sales Intern YOU will make an impact on the P&G business!



Much of our strategic selling work is externally focused with an emphasis on our national key customers, though interns may also work with online retailers. Sales Interns collaborate across their customer teams in partnership with strategic selling leadership to prepare business plans and external negotiations. Strong interns deliver superior sales for our brands while demonstrating and advancing their strategic selling skills in the process.

You will personally make commercial recommendations for a category (e.g.: Fabric Care with Tide, Oral Care with Crest, Baby Care with Pampers, Hair Care with Head & Shoulders etc). Your mission will be to improve turnover and selling fundamentals by suggesting strategic choices across budget, assortment, merchandising, and promotion. Your contributions will be essential to P&G’s success!







Successful candidates must:





We produce globally recognized brands, and we grow the best business leaders in the industry. With a portfolio of trusted brands as diverse as ours, it is paramount our leaders are able to lead with courage the vast array of brands, categories and functions. We serve consumers around the world with one of the strongest portfolios of trusted, quality, leadership brands, including Always®, Ariel®, Gillette®, Head & Shoulders®, Herbal Essences®, Oral-B®, Pampers®, Pantene®, Tampax® and more. Our community includes operations in approximately 70 countries worldwide.

Visit http://www.pg.com to know more.

Our consumers are diverse and our talents - internally - mirror this diversity to best serve it. That is why we’re committed to building a winning culture based on Inclusion and our ideal candidate is passionate about the same principle: you will join our daily effort of being “in touch” so we craft brands and products to improve the lives of the world’s consumers now and in the future. We want you to inspire us with your unrivaled ideas.

Compensation for roles at P&G varies depending on a wide array of non-discriminatory factors including but not limited to the specific office location, role, degree/credentials, relevant skill set, and level of relevant experience. At P&G compensation decisions are dependent on the facts and circumstances of each case. Total rewards at P&G include salary + bonus (if applicable) + benefits. Your recruiter may be able to share more about our total rewards offerings and the specific salary range for the relevant location(s) during the hiring process.

We are committed to providing equal opportunities in employment. We do not discriminate against individuals on the basis of race, color, gender, age, national origin, religion, sexual orientation, gender identity or expression, marital status, citizenship, disability, veteran status, HIV/AIDS status, or any other legally protected factor.

Immigration Sponsorship is not available for this role. For more information regarding who is eligible for hire at P&G along with other work authorization FAQ’s, please click HERE.

Procter & Gamble participates in e-verify as required by law.

Qualified individuals will not be disadvantaged based on being unemployed.



Full time



R000083484



Internships (Job Segmentation)



$29.00 - $50.00 / hour"
111,"Intern, Unscripted Content - Spring 2024",Legendary Entertainment,https://media.licdn.com/dms/image/C4D0BAQFzD2LKY7xhhg/company-logo_100_100/0/1639607458438/legendary_entertainment_logo?e=2147483647&v=beta&t=COspOnSwRaxHqneOqAIlg_46RWwW1V91SX107IEcIcM,Entertainment Providers,"Position Title: Intern, Unscripted Content - Spring 2024

Location: Burbank, CA

Reporting to: VP, Unscripted Content

October 9, 2023 - October 27, 2023

January 29, 2024 – April 5, 2024

$16.00 - $18.00

is a leading media company with film (Legendary Pictures), television and digital (Legendary Television and Digital Media), and comics (Legendary Comics) divisions dedicated to owning, producing, and delivering content to worldwide audiences. Legendary has built a library of marquee media properties and has established itself as a trusted brand that consistently delivers high-quality, commercial entertainment including some of the world's most popular intellectual property. In aggregate, Legendary Pictures-associated productions have realized grosses of more than $19 billion worldwide at the box office. To learn more visit: www.legendary.com.



Legendary is currently seeking an intern to assist its fast-paced Unscripted Content department. Legendary Unscripted is a new division inside Legendary Entertainment that will deliver immersive, compelling, and impactful non-fiction entertainment experiences that inspire, engage, and move audiences through the art of storytelling. In addition to working closely with the executives and members of the team, interns will have the opportunity to attend guest speaker sessions, networking events, and screenings. This is a paid internship."
112,UXUI Intern,Travoom,https://media.licdn.com/dms/image/C560BAQGRsQlbEePwCg/company-logo_100_100/0/1519911293623?e=2147483647&v=beta&t=7CFJH9lGNpcWIcuHpRHJKadN9ZEgHiZtXHdEBsoBuTE,Travel Arrangements,"Company Description

OleOle.me

OleOle.me is the curated marketplace for bucket list travel experiences.



travoom.com empowers people to identify a bucket list adventure/experience and without any search requirements, simply presents the traveler with vetted components necessary to bring the trip to life -- tickets, lodging, flights and beyond.



Searching and successfully planning a trip around an iconic adventure/experience is time-consuming, frustrating, overwhelming and often-times elusive.



OleOle.me’s searchless travel approach means a bucket list experience can be discovered, planned and purchased in a matter of minutes without the endless search-driven lunacy and inefficiency that comes with all travel planning.



Short term we need someone that has eCommerce experience, gaming or social network experiences, has content marketing experience, knows football/soccer, and loves collecting team football data. This role is for hotelcity.com

This is a startup, not Microsoft!



What variables are meaningful for studying the performance of our personalization algorithms? oleole.me is about to make a name change with a focus on soccer. OleOle is the exclusive fan travel partner for Copa America, Libertadores, and Sudamericana finals. We have several other partnerships in the final negotiation stage. We will build a network platform similar to WeChat in China for soccer. What does a user’s visit behavior tell us about their engagement? How many users registered, how many times do they visit the network each month, how many friends do they invite, how many of those friends join the platform, how long before they joined, how often do they visit the platform how many friends did they invite how long did it take foe those friends to register. The data scientist will be responsible for designing, developing, and maintaining systems involving various techniques such as Artificial Intelligence, Machine Learning, Large Scale Data Mining, Network Analysis, Information Retrieval, and Probabilistic Modeling. These skills are required for finding anomalies in large data sets, Pattern Recognition, Language Processing, and Mining structured, semi-structured, and unstructured data. Each Hotelcity user will have a personalized feed based on the club and country they support, daily text messages, live score updates, emails exclusive to each user, and what does the data we are collecting to personalize each user experience even when we hit 200MM users.

Candidates initial role will be identifying network effect and viral growth opportunities. Facebook, Instgarma and Pinterest integration, inviting friends, follow-up emails, identifying holes in the existing process. Identifying every possible growth opportunity the company has.

If you are interested in solving such problems, and then defining some more of your own and solving them, and have the tech/analytical skills to back it up, let’s talk!

Responsibilities:



Additional Information

No one wants to hear the problems just the solutions.



Travoom.com Hotelcity are located in beautiful Santa Monica, however, this role requires a great deal of travel we are privately held and rapidly growing!"
113,Supply Chain Internship,Procter & Gamble,https://media.licdn.com/dms/image/C4D0BAQGGCd-fMXfRWw/company-logo_100_100/0/1661448431618?e=2147483647&v=beta&t=_AcbB7tfAZuMBtzpvQmokY1-ide5I6hgHJCwjPWx90g,Manufacturing,"Job Location

Cincinnati

Job Description



P&G is the largest consumer packaged goods company in the world. We have operations in over 75 countries, with 65 trusted brands that improve lives for 5 billion consumers worldwide. This brings many advantages, including the opportunity for our employees to enjoy a diverse and rewarding lifelong career filled with new and exciting challenges. We give you the tools to become a world class leader!

P&G is recognized as one of the Top Companies for Executive Women, Fast Company Best Workplace for Innovators, and as one of the Most Reputable Companies by both Forbes and Fortune.

Did you know that at Procter & Gamble we consider the Supply Network Operations (SNO) organization as the engine that accelerates value creation? Getting thousands of different products on customer shelves precisely, without fail, brings meaning to every workday. Furthermore, you will be working with the best of the best! P&G’s supply chain excellence has been externally recognized by Gartner, a leading industry consulting firm. In recent years, Gartner has named P&G as one of four supply chain Masters—a separate class to recognize long-term consistent excellence!



Supply Chain Interns enjoy making tremendous impacts on our supply chains. Your workdays are bound to be dynamic, and your ability to deal with various supply challenges will be put to the test! You’ll have the opportunity to work on several projects and grow your skills in logistics and business operations. You will also get exposure to P&G Senior Leadership, and you may tour various parts of the company such as manufacturing sites, distribution centers, and innovation centers. The colleagues you will interact with are likely to span various disciplines such as Manufacturing, QA, and IT.

There are a variety of responsibilities you could have as a Supply Chain Intern. The work may entail some of the following:



You’ll have the plenty of opportunities to leverage analytical skills and improve processes. Moreover, the achievements on your internship projects have the potential to enable great cost savings and company growth!









A Bachelor’s or Master’s in Supply Chain Management/Logistics, Industrial Engineering, Other Business Administration or Engineering, Computer Science, Mathematics, or a degree with relevant experience

Excellent visionary, strategic and courageous leadership skills

Problem solving via innovation & creativity

Strong thinking/problem-solving skills which can be applied to business processes with a ""can-do"" attitude

Ability to collaborate effectively within a multicultural environment



We are committed to providing equal opportunities in employment. We value diversity and do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Starting Pay / Salary Range: $29-50/hr

Compensation for roles at P&G varies depending on a wide array of non-discriminatory factors including but not limited to the specific office location, role, degree/credentials, relevant skill set, and level of relevant experience. At P&G compensation decisions are dependent on the facts and circumstances of each case. Total rewards at P&G include salary + bonus (if applicable) + benefits. Your recruiter may be able to share more about our total rewards offerings and the specific salary range for the relevant location(s) during the hiring process.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status, disability status, age, sexual orientation, gender identity and expression, marital status, citizenship, HIV/AIDS status or any other legally protected factor.

Immigration Sponsorship is not available for this role. For more information regarding who is eligible for hire at P&G along with other work authorization FAQ’s, please click HERE.

Procter & Gamble participates in e-verify as required by law.

Qualified individuals will not be disadvantaged based on being unemployed.



Full time



R000084236



Internships (Job Segmentation)



$29.00 - $50.00 / hour"
114,Energy Markets - Internship,Energy Aspects,https://media.licdn.com/dms/image/C4E0BAQGFWul05M64Jg/company-logo_100_100/0/1677666520218?e=2147483647&v=beta&t=h5rTyePGNrrsIT6BeaQzIqEaV4m36e2MKRQf7Em-U1U,"Technology, Information and Internet","Energy Aspects is seeking a Houston-based Energy Markets Intern to join our growing global team. This is a fantastic opportunity to begin your analytics career by contributing to a well-respected and rapidly growing energy market research consultancy.

As a passionate energy market intern, you will learn how to use complex data and research to build models and form views covering rapidly changing markets. These responsibilities will span the full cycle of our work, from researching market developments and wrangling data to helping the team run supply, demand and pricing models and producing concise and meaningful analysis for clients.

This position will require flexibility and the drive to do excellent work within the scope of a larger team. You must be able to work independently as well as be capable of planning and prioritising your tasks to achieve success. In exchange, we provide challenging and exciting work as well as the opportunity to learn directly from some of the most well-regarded voices in the energy sector.






Founded in 2012, we are an independent research consultancy that has enjoyed phenomenal growth since our inception, and we have very ambitious plans to continue our upwards growth trajectory. We are passionately committed to providing indispensable and industry-leading short, medium, and long-term analysis, and forecasts of the energy markets, that helps our clients trade, invest, finance and plan. With the recent acquisition of macro research firm Medley Global Advisors

the combination of our market-leading global macro policy analysis and deep energy markets expertise, has further strengthened our services to the global financial markets and has enhanced our ability to support our expanding client base, as the energy transition gathers pace and markets look to find their feet in an uncertain future.

Our suite of subscription services can be tailored to meet our clients’ specific needs and combines a data-rich approach and our extensive network of contacts, with insight on geopolitics and energy policy to provide best-in-class assessment, analysis and forecasts of major trends, topics, and regions. We also deliver timely analysis of breaking news events and offer proprietary data services that cover fundamental trade and supply/demand data, across a wide variety of products and markets."
115,Intern - Investments,Trust Point Inc.,https://media.licdn.com/dms/image/C4E0BAQFZyxQ5B2qZYg/company-logo_100_100/0/1669934885158?e=2147483647&v=beta&t=IjogbuL7RBQU1tzLiIbEl47JPnLaVP9o7HgaAcEbhZQ,Financial Services,"This position will provide intern with a fantastic opportunity to get a better and greater understanding of the investment and wealth management business. It will also offer a great opportunity for interaction with investment analysts and portfolio managers on staff.

DUTIES

Direct Support: Responds to the daily needs of the Investment Department's Administrative Assistant and Portfolio Managers, which enables them to meet their goals in all internal and external client contact services. Main responsibilities would include but are not limited to:


established goals.


High School diploma required

Pursuit of a degree in Finance, Economics, or Accounting

Qualities of a team player to enable the goals of the Company

Excellent written communication skills

High level of Excel and Microsoft Word knowledge"
116,Product Management Undergraduate Internship (Remote - Summer 2024),The Home Depot,https://media.licdn.com/dms/image/C4E0BAQHzR2llYqUBtg/company-logo_100_100/0/1620049929202?e=2147483647&v=beta&t=DGQsq_EIViduZdLHlMNur_Vt-0nU0P-p6DC07DWU5D4,Retail,"Internship Overview

The Home Depot's Summer Internship program offers college students an opportunity to develop leadership skills and gain hands on experience in a corporate environment. During an 11 week period from May 13th to July 26th 2024, interns will be assigned to a functional team such as Supply Chain, Marketing, e-commerce, Technology, Finance, Operations, Merchandising, Outside Sales & Services, Human Resources, etc. Interns will learn more about our retail business and our corporate offices while having the opportunity to work on a pre-assigned project that impacts the function they are supporting. Additionally, interns participate in networking and development activities that set them up for success as they build their careers.


The Product Management Intern works hand in hand, and is often paired with, the other members of a product team (PM, UX, Engineering) to find the fastest way to achieve value around business needs. The role focuses on assessing customer needs and performing qualitative and quantitative research to discover feature ideas and validate them for a designated product. The Product Management Intern should aim to deliver business value to drive sales, improve efficiency, and improve customer satisfaction through the creation of quality products. The Product Management Intern will work closely with more experienced Product Managers to gain proficiency in value creation, prioritization, defining MVP, user story construction, and overall product management. The focus of our Product internship is on learning day-to-day operations and obtaining an overall comprehension of business for The Home Depot.

Qualified applicants may be pursuing a Bachelorof Science/Business Administration with a concentration in Business, computer science, information systems, or other business/technology disciplines.





The knowledge, skills and abilities typically acquired through the completion of a high school diploma and/or GED.


0-1 year


Most of the time is spent sitting in a comfortable position and there is frequent opportunity to move about. On rare occasions there may be a need to move or lift light articles."
117,INTERNSHIP - IT Specialist/Sales - IT's 4 Me,Innovation Works,https://media.licdn.com/dms/image/C510BAQE2_N2th0Em_w/company-logo_100_100/0/1519856631389?e=2147483647&v=beta&t=xUjMoIgqdzGUqCiytGMxuqC1JRW_kUtOmkMB277tMv8,Internet Publishing,"IT Specialist/Sales

Primary Duties:

Generate and qualify potential IT contract relationship leads





Plrease forward qualified resumes to:


Powered by JazzHR

SEji3B10tY"
118,Marketing & Entertainment Internship,Great Lakes Loons,https://media.licdn.com/dms/image/C4E0BAQGUIFyAMj1hfQ/company-logo_100_100/0/1519897874248?e=2147483647&v=beta&t=ohrlgGLt01WKicW9YSs8MW1aSmHY1Atney1pHB7Cm7Y,Spectator Sports,"Term: September 2023 -- April 2024

Goal of Internship: This position aims to learn and develop entry-level skill sets in the sports marketing industry. Learning potential is endless in this position, and interns get out of the experience what they put into it.

Assistant GM Marketing and Entertainment and will interact directly with all organization’s front office members, especially with the Marketing and Promotions team.





$12/hour (20 hours per week)"
119,Submit Your Resume - Internship Opportunities,Greystone,https://media.licdn.com/dms/image/C560BAQH-slO2gpbWYQ/company-logo_100_100/0/1656681957541?e=2147483647&v=beta&t=6r5bm83ER5bSgp2RKeyUnYrmumLlkoOLXvfWj32mWGo,Financial Services,"We have a variety of internship opportunities within commercial real estate lending, mortgage servicing, and development, as well as within our corporate operations groups. To review and apply to open internship opportunities please click the links below:


Submit your resume to indicate your interest in an internship at Greystone.

At Greystone, we believe that finding creative solutions for our clients comes from the collaboration of people with diverse backgrounds and perspectives. We strive to build an inclusive work environment that celebrates differences and empowers all individuals with opportunities to channel their entrepreneurial spirit. Greystone is an EEO employer.

Interns hired in NYC for summer 2024 will be compensated at $27/ hour.

Interns hired in Denver for summer 2024 will be compensated at $17/ hour."
120,Construction Internship,Meritage Homes,https://media.licdn.com/dms/image/C4D0BAQE1Q3i7bbpysw/company-logo_100_100/0/1561492091450/meritage_homes_logo?e=2147483647&v=beta&t=2eXNWsXcyvA3fXSMvABTzf-Js3eLbULbIZytJCI4Y9E,Construction,"Responsibilities

Do you want to be a part of something extraordinary? Do you love to win as a team, work hard, innovate and excel…..then let’s chat?!?! Meritage Home’s is a top 5 builder dedicated to building energy-efficient homes and communities. We are looking for future leaders that can help Meritage continue to grow, set our future strategy and solve our business challenges. Our internship program is designed to help you not only understand what we do but how and why we do it. If you are looking for an experience where you can immerse yourself in a business, establish a network, learn, develop your skills, and have some fun, than this is the place for you. This internship opportunity will be full time during the summer 2024 season.

The construction internship for summer 2024 will learn about the new home construction process within assigned communities. This includes ensuring homes are delivered within specific cycle times, budget targets are met and customer quality expectations are achieved. This is all while learning the broader business strategy, participating in cross-functional projects involving other interns and business leaders.






#earlycareer




















Are you looking for an incredible career opportunity? Then Meritage Homes is the place for you! From the homes we build to the careers we offer, we believe in quality.   Meritage Homes is the ENERGY STAR® Partner of The Year in Sustained Excellence for being a leader in protecting the environment and advancing energy efficiency in homebuilding. We are looking for candidates who are excited about furthering their careers, as well as being a part of an organization that helps people live happier, healthier lives. With over 100,000 homes built, Meritage Homes is looking for professionals who are self-starters and want to help our organization grow by providing new and innovative ideas.

When joining Meritage Homes, you and your career can benefit in several ways, including:"
121,"Fall 2023 Internship, Indo-Pacific Program",German Marshall Fund of the United States,https://media.licdn.com/dms/image/D4D0BAQEgUcotEuaO9w/company-logo_100_100/0/1682381914399?e=2147483647&v=beta&t=wQsohz8CUoV1ZT-5TGehx_SR8GS3L98JJHYOMoQ_gdc,Think Tanks,"Reports To: Deputy Managing Director, Indo-Pacific Program

Job Summary

GMF’s Indo-Pacific Program fosters coordinated US-European approaches to common challenges in the Indo-Pacific region while building closer US-European-Asian partnerships. Through its research and its signature trilateral Track 1.5 dialogues with stakeholders from China, India, Japan, Taiwan, and South Korea, the Indo-Pacific Program promotes cross-fertilization of ideas and potential policy solutions in key foreign, economic, and security policy areas, including connectivity, emerging technologies, supply chain resiliency, maritime security, regional institutional architecture, governance, cybersecurity, and outer space policy. As the United States continues coalition-building in the region and Europe is developing its own Indo-Pacific strategies, GMF Indo-Pacific’s insights and networks have never been more vital and relevant. The Indo-Pacific Program’s fellows and staff manage an active set of policy programs, conduct in-depth research, publish regular newsletters and podcasts, and frequently contribute articles and commentary to a wide range of international publications and news outlets.

Trainees are key members of the Indo-Pacific Program team. They conduct research on a wide variety of topics, build administrative and operational skills, and benefit from exposure to GMF’s network and high-level events. The Indo-Pacific Program internship offers an ideal opportunity to acquire substantive professional experience for those interested in a career in public policy or international affairs."
