,title,company,logo,industry,raw_description
38,Continuous Improvement Intern,MillerKnoll,https://media.licdn.com/dms/image/C4E0BAQFE4ARy_JL6og/company-logo_100_100/0/1626812994363?e=2147483647&v=beta&t=STEA7HOpNJXpLZtOSaK4NArIczL1VDGeo0gYY2cRjk0,Design Services,"MillerKnoll Summer Internship Program is a paid opportunity that allows you to gain real-world experience and cultivate your professional skills. Besides the work you’ll do within your field of study, you'll participate in one-on-one meetings with mentors, a summer-long project, learning sessions with senior leaders, and much more.



MillerKnoll’s Summer Internship Program is a paid, 12-week opportunity that provides a 100% real-world experience for students early in their careers. Throughout the summer you will apply academic learning to real-world situations and cultivate leadership, problem-solving, and communication skills.

As a Continuous Improvement Intern you work on Change Point Management which entails learning how set up and/or refining a model area at GSO to visualize and manage the communication of changes that are planed and unplaned. Also, the creation of Lounge post covering different topics of MKPS and interview of team members.



You'll have opportunities to speak up, solve problems, influence others, and be an owner every day as you...





The needed skills and experience for this role include...





Our values speak to our shared beliefs. They describe how we live our purpose through the way we lead, the way we see one another, and the way we approach our work.

reflects our commitments to creating places that matter, to being a good neighbor in our communities, and to using business as a force for good.

is our statement about the worth of individuals and our commitment to helping everyone reach their full potential.

demonstrates how challenging one another, making room for everyone, and working and winning as one makes us stronger.



Simply put, we hire everyone. MillerKnoll is comprised of people of all abilities, gender identities and expressions, ages, ethnicities, sexual orientations, veterans from every branch of military service, and more. Here, you can bring your whole self to work. We’re committed to equal opportunity employment, including veterans and people with disabilities.

This organization participates in E-Verify Employment Eligibility Verification."
39,Sales - Procter & Gamble Internship,Procter & Gamble,https://media.licdn.com/dms/image/C4D0BAQGGCd-fMXfRWw/company-logo_100_100/0/1661448431618?e=2147483647&v=beta&t=_AcbB7tfAZuMBtzpvQmokY1-ide5I6hgHJCwjPWx90g,Manufacturing,"Job Location

Cincinnati

Job Description





If you answered “YES” to all the above questions, we are excited to invite YOU to be a Sales Intern at P&G during the Summer of 2024!

We are seeking Sales Interns to join our company who will set priorities and follow through on commitments, collaborate effectively with diverse teams of people, and demonstrate innovation and initiative – all while being excellent communicators and drawing on creative and data-driven insights to shape business strategy. As a Sales Intern at P&G, you will need to be highly motivated and results-oriented—starting on Day 1, you will exercise early selling and account management responsibilities.

As a Sales Intern YOU will make an impact on the P&G business!



Much of our strategic selling work is externally focused with an emphasis on our national key customers, though interns may also work with online retailers. Sales Interns collaborate across their customer teams in partnership with strategic selling leadership to prepare business plans and external negotiations. Strong interns deliver superior sales for our brands while demonstrating and advancing their strategic selling skills in the process.

You will personally make commercial recommendations for a category (e.g.: Fabric Care with Tide, Oral Care with Crest, Baby Care with Pampers, Hair Care with Head & Shoulders etc). Your mission will be to improve turnover and selling fundamentals by suggesting strategic choices across budget, assortment, merchandising, and promotion. Your contributions will be essential to P&G’s success!







Successful candidates must:





We produce globally recognized brands, and we grow the best business leaders in the industry. With a portfolio of trusted brands as diverse as ours, it is paramount our leaders are able to lead with courage the vast array of brands, categories and functions. We serve consumers around the world with one of the strongest portfolios of trusted, quality, leadership brands, including Always®, Ariel®, Gillette®, Head & Shoulders®, Herbal Essences®, Oral-B®, Pampers®, Pantene®, Tampax® and more. Our community includes operations in approximately 70 countries worldwide.

Visit http://www.pg.com to know more.

Our consumers are diverse and our talents - internally - mirror this diversity to best serve it. That is why we’re committed to building a winning culture based on Inclusion and our ideal candidate is passionate about the same principle: you will join our daily effort of being “in touch” so we craft brands and products to improve the lives of the world’s consumers now and in the future. We want you to inspire us with your unrivaled ideas.

Compensation for roles at P&G varies depending on a wide array of non-discriminatory factors including but not limited to the specific office location, role, degree/credentials, relevant skill set, and level of relevant experience. At P&G compensation decisions are dependent on the facts and circumstances of each case. Total rewards at P&G include salary + bonus (if applicable) + benefits. Your recruiter may be able to share more about our total rewards offerings and the specific salary range for the relevant location(s) during the hiring process.

We are committed to providing equal opportunities in employment. We do not discriminate against individuals on the basis of race, color, gender, age, national origin, religion, sexual orientation, gender identity or expression, marital status, citizenship, disability, veteran status, HIV/AIDS status, or any other legally protected factor.

Immigration Sponsorship is not available for this role. For more information regarding who is eligible for hire at P&G along with other work authorization FAQ’s, please click HERE.

Procter & Gamble participates in e-verify as required by law.

Qualified individuals will not be disadvantaged based on being unemployed.



Full time



R000083484



Internships (Job Segmentation)



$29.00 - $50.00 / hour"
40,PAID Internship - Business Development,Meseret Consulting,https://media.licdn.com/dms/image/C4D0BAQFqqziSjrvfvw/company-logo_100_100/0/1675857322227?e=2147483647&v=beta&t=T9AmyMfO_QYE9VeC-KEKPZ0B9cks6mfDol8_UgIBk2g,Internet Publishing,"Meseret Consulting specializes in the development of cutting-edge marketing campaigns allowing us to safely generate revenue and extend company outreach for our top industry leading clients. Our Business Development team is offering extraordinary PAID internship opportunities for current students and entry level professionals.

This entry level role allows both on the job experience and classroom training from our nationally recognized management team. Interns are to represent our company with professionalism and practice honesty and integrity in all business transactions.





Sales, marketing, customer service, retail, athletics, restaurant, teamwork, training, campaigns, leadership, communication, outreach, advertising, business development, hospitality, adaptability, promotions, teams, clubs, fitness, problem solving, military, entrepreneurship, delivery, negotiation skills, products and services.

Powered by JazzHR

C1zNk1Wdsh"
41,Intern *,Morgan Stanley,https://media.licdn.com/dms/image/C560BAQFtDpMvYgbIwA/company-logo_100_100/0/1677778127603?e=2147483647&v=beta&t=SdRsFihBzKt42ljo1Whg7v4IX1WbxF3IdxqFO6zTMPw,"Financial Services, Investment Banking, and Investment Management","Responsibilities

Gain industry and organizational knowledge through daily business interactions and job assignments.






Morgan Stanley's goal is to build and maintain a workforce that is diverse in experience and background but uniform in reflecting our standards of integrity and excellence. Consequently, our recruiting efforts reflect our desire to attract and retain the best and brightest from all talent pools. We want to be the first choice for prospective employees.

It is the policy of the Firm to ensure equal employment opportunity without discrimination or harassment on the basis of race, color, religion, creed, age, sex, sex stereotype, gender, gender identity or expression, transgender, sexual orientation, national origin, citizenship, disability, marital and civil partnership/union status, pregnancy, veteran or military service status, genetic information, or any other characteristic protected by law.

Morgan Stanley is an equal opportunity employer committed to diversifying its workforce (M/F/Disability/Vet).



Sep 18, 2023



Americas-United States of America-Florida-Orlando



Wealth Management



Intern



Non-Exempt"
42,Investment Banking Internship - New York,Into City Prep,https://media.licdn.com/dms/image/C4D0BAQEiOX8IUOb3KA/company-logo_100_100/0/1542906468408/intocityprep_logo?e=2147483647&v=beta&t=fSdfRrWb5fFGqErma5YUAKLMeaVheEsTsLWKMIs89g8,Internet Publishing,"Investment Banking Intern

Seeking a hardworking undergraduate or recent graduate passionate about investment banking. You may get involved with analysing markets, creating complex financial models, producing prospectuses and performing valuations.

This is a good opportunity for undergraduates, graduates as well as working professionals who want to change industries. A desire to want to work in finance is essential.







Powered by JazzHR

vbXtBr39S3"
43,"Intern - Fixed Income Capital Markets (New York, NY)",Hilltop Holdings,https://media.licdn.com/dms/image/C560BAQHh9Qy1_-jY6Q/company-logo_100_100/0/1519880844184?e=2147483647&v=beta&t=-SRa5UJOogLK-BDvd6cEcv0DnNUZoXmEuPxUif80Uyk,Financial Services,"Hilltop Securities Inc. is currently looking for qualified students to join our Fixed Income Capital Markets team as a Summer Intern. This individual will work closely with our Fixed Income to gain hands-on experience in the profession while assisting with several key initiatives across the company. They will develop entry-level experience in the financial services industry, including development and delivery of initiatives, and effective practices.
 "
44,Internship - Business Analysis Intern,Bessemer Trust,https://media.licdn.com/dms/image/C4E0BAQHDhd7T1oldQg/company-logo_100_100/0/1563830831211?e=2147483647&v=beta&t=9-1WcnT1FiiClCcfmBnDiDKC5hwOtMOMfQTN4EAaxeQ,Financial Services,"The Business Analysis & Support team is seeking an enthusiastic and self-motivated Summer Intern seeking to work with seasoned financial professionals to help analyze, strategize, and build high demand features that improve the capabilities of our firm and our client experience.

As a summer intern, you will work closely with a senior business analyst as part of a business analysis team, supporting them in various aspects of their work, including projects with the potential for significant business impact.


Our summer internship program offers real world experience working side-by-side with experts from departments and offices across our firm. Working within your designated team, you will manage individual and group projects, interact with senior leaders, and attend a variety of career development sessions. You will also network with fellow interns in-person and virtually, as well as during our intern days held in our New York headquarters.

This 10-week program is designed to mimic the experience of a full-time employee, providing an opportunity to build subject matter expertise and enhance your career at Bessemer and beyond.


Privately owned and independent, Bessemer Trust is a multifamily office that has served individuals and families of substantial wealth for more than 115 years. Through comprehensive investment management, wealth planning, and family office services, we help clients achieve peace of mind for generations. We have over $100B in assets under supervision and our more than 1,100 employees serve clients from our 21 offices across the United States.

What makes Bessemer unique? We are a small firm with a strong culture and a collaborative work environment designed to enable you to do your best work and be your authentic self.





The hourly rate for this position ranges from $24.00 - $26.00. Hourly rates will vary and will be based on various factors.

Bessemer Trust is committed to creating a diverse and inclusive environment and is proud to be an equal opportunity employer. We encourage candidates of diverse backgrounds to apply."
45,WB Games Product Management Co-op Internship - Spring 2024,WB Games Boston,https://media.licdn.com/dms/image/C4E0BAQGdOOcfiUeWFQ/company-logo_100_100/0/1599659931529/wbgamesboston_logo?e=2147483647&v=beta&t=zZGate1b3MAFahF_BSP-W1EjdFveNrScAw9CDzYU7Vo,Computer Games,"Every great story has a new beginning, and yours starts here.

Welcome to Warner Bros. Discovery… the stuff dreams are made of.

Who We Are…

When we say, “the stuff dreams are made of,” we’re not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD’s vast portfolio of iconic content and beloved brands, are the bringing our characters to life, the bringing them to your living rooms and the creating what’s next…

From brilliant creatives, to technology trailblazers, across the globe, WBD offers career defining opportunities, thoughtfully curated benefits, and the tools to explore and grow into your best selves. Here you are supported, here you are celebrated, here you can thrive.

Warner Bros. Games Boston is a Warner Bros. Games development studio focused on creating free-to-play games for mobile platforms. The studio is utilizing its extensive expertise in creating persistent online worlds that foster powerful social gaming communities to develop its hit mobile game, Game of Thrones: Conquest.


These co-ops will be located in the Boston, MA area from January to June (6 months). The selected co-ops will be expected to join us in the office on a regular cadence based on the intern managers in office schedule.





Warner Bros. Discovery will only consider candidates who are presently authorized to work for any employer in the United States and who will not require work visa sponsorship from Warner Bros. Discovery now or in the future in order to retain their authorization to work in the United States.




WBD's Internship/Co-op Program is designed to nurture students professionally and personally. We attract the country’s boldest and brightest students for paid, for-credit, real-world internship experiences in the entertainment, tech, sports, news and media industries. We offer career-defining opportunities to learn valuable skills that will help you prepare for a successful future.







We are interviewing through Fall 2023 on a rolling basis. A Warner Bros. Discovery Intern team member will contact you if your experiences and interests match an open internship position. Due to the high volume of applications, we are unable to give individual status updates.

In compliance with local law, we are disclosing the compensation for roles in locations where legally required. Pay Rate: $29 per hour USD.


This last bit is probably the most important! Here at WBD, our guiding principles are the core values by which we operate and are central to how we get things done. You can find them at www.wbd.com/guiding-principles/ along with some insights from the team on what they mean and how they show up in their day to day. We hope they resonate with you and look forward to discussing them during your interview.


Warner Bros. Discovery embraces the opportunity to build a workforce that reflects the diversity of our society and the world around us. Being an equal opportunity employer means that we take seriously our responsibility to consider qualified candidates on the basis of merit, without regard to race, color, religion, national origin, gender, sexual orientation, gender identity or expression, age, mental or physical disability, and genetic information, marital status, citizenship status, military status, protected veteran status or any other category protected by law.

If you’re a qualified candidate with a disability and you need a reasonable accommodation in order to apply for this position, please contact us at recruitadmin@wbd.com."
46,Intern - Corporate Relations and Marketing (Fall Internship),Metro Parks Tacoma,https://media.licdn.com/dms/image/C4E0BAQEM52nI1oZeVQ/company-logo_100_100/0/1519902675897?e=2147483647&v=beta&t=Lzz6c_iEfXGKLamnT5kyA3f1C4X-2U6LiO36TWRNrjU,Recreational Facilities,"Metro Parks Tacoma (MPT) is a CAPRA-accredited and AZA-accredited, independent park district that leads efforts to build a healthy, sustainable community. Metro Parks Tacoma is located in Tacoma, Washington. The system is comprised of many different park facilities that offer residents a variety of recreational opportunities. From waterfront access to local neighborhood parks to large regional facilities and attractions, the MPT system is both a local community asset and regional destination.

All the relevant skills, qualifications and experience that a successful applicant will need are listed in the following description.

OUR CORE VALUESThese eight core values will guide future decisions, business and operations, and the manner in which MPT treats staff, customers and the community:*Innovation *Excellence *Equity *Inclusiveness *Sustainability *Accountability *Safety *Fun

INTERN INFORMATIONAs a

Corporate Relations and Marketing

Intern

you will gain experience and insight from tenured professionals with a range of backgrounds and experience. In this critical position, you will be provided opportunities to develop a body of work to communicate your professional experience. You will gain insights into the development of corporate partnerships and sponsorship marketing.

This internship is considered training for the benefit of the student. You will walk away with a tangible deliverable to showcase your professional experience at Metro Parks Tacoma.

Primary ProjectsProjects include assisting in the development of corporate relations and marketing partnerships, administrative research, fulfillment reports, sponsorship activation and stewardship at Metro Parks' activities, projects and events.

This position will require some flexibility with work schedule due to special projects, such as fulfillment events. It is possible to accommodate school/work schedules.

BenefitsGain hands-on experience in resource development and sponsorship marketing.Training experiences with knowledgeable professionals.Opportunity to collaborate with District and Department Marketing & Communications and appropriate program staff.Flexible schedule for students.

PDN-96ee2a04-06a8-4c39-808d-0b579d7d3db5"
47,Design+Development Internship 2023,Forms+Surfaces,https://media.licdn.com/dms/image/C4E0BAQFm9Rsj1ApBBA/company-logo_100_100/0/1519856908038?e=2147483647&v=beta&t=Pz6KPaYekwuIVx9qmntPcNKAmy0amJ3O8tRgw12s43M,Internet Publishing,"Architectural Surfaces Design+Development Internship 2023 (Carpinteria, CA)

Forms+Surfaces is a leading designer and manufacturer of architectural products used to enhance life in public space-indoors, outdoors, and everywhere in between.

Our Design+Development team consists of Industrial Designers, Textile Designers, Engineers, and a skilled Prototype Team fueled by a love for problem-solving and driven by collaboration. At F+S we design and manufacture all of our products from the ground up with an emphasis on innovation and sustainability. We pride ourselves on the investigation and execution of products and concepts that no one else brings to market.

Currently, we are seeking highly talented and creative individuals to intern with our Design+Development team. As a member of the D+D team, you will report to one of our Senior Designers and be exposed to a diverse array of large and small-scale prototyping and manufacturing processes with the intention of pushing them to their limits. Our ideal candidate enjoys being challenged, has the ability to come up with creative solutions, is great at multitasking, and has a passion for design in all forms. We want someone who is comfortable working with unexpected materials and processes, and ultimately has a serious passion for design. This position offers many opportunities for personal growth. Not only will you be involved in the design of current products, but also be exposed to the manufacturing, marketing, and research of new products.

Portfolios are a necessity for Internship consideration. Great emphasis is placed on simplicity in presentation with clear and concise project development and excellent support imagery.

Specific Skills:


Application Deadlines – Flexible depending on Candidate's availability

Summer (Jun-Aug): Deadline April 20th

Fall (Sept-Nov): Deadline July 20th

This is a PAID internship and the rate may vary based on experience from $18.00 - $25 per hour. These internships will also count as co-op credits for most college programs.

Powered by JazzHR

zTHU9Zy165"
48,CNN Weather Intern: ATL- Spring 2024,Warner Bros. Discovery,https://media.licdn.com/dms/image/C4D0BAQGx5RV9AvJFYg/company-logo_100_100/0/1649455844061?e=2147483647&v=beta&t=T37HeWOnFHMyXwAxFKKPecq4tWjcK4BV-cqBNSyc43E,Entertainment Providers,"Every great story has a new beginning, and yours starts here.

Welcome to Warner Bros. Discovery... the stuff dreams are made of.

Who We Are...

When we say, ""the stuff dreams are made of,"" we're not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD's vast portfolio of iconic content and beloved brands, are the storytellers bringing our characters to life, the creators bringing them to your living rooms and the dreamers creating what's next...

From brilliant creatives, to technology trailblazers, across the globe, WBD offers career defining opportunities, thoughtfully curated benefits, and the tools to explore and grow into your best selves. Here you are supported, here you are celebrated, here you can thrive.

We are the now and the next. The power behind the people building the future. We are born from the spirit of innovation. We are created from the idea that people around the world want more, need more, deserve more. We are the home of the global digital revolution. We are CNN.

See what it's like to work at CNN! Follow us on Instagram (https://www.instagram.com/cnncareers/) , Twitter (https://twitter.com/CNNCareers) and Facebook (https://www.facebook.com/CNNCareers/) .

CNN Weather Intern: ATL - Spring 2024

Application Deadline: Monday , Octob er 23 rd

Your New Role

CNN Weather department serves the weather and science needs for all the CNN platforms. The department provides on-air, and digital weather and science coverage for CNN, CNNI, CNN.com as well as affiliated networks.

Your Role Accountabilities

Students Would Work With Both Domestic And International Weather, As Well As Our Digital Platforms, And Will Have The Opportunity To









WBD's Internship Program is designed to nurture students professionally and personally. We attract the country's boldest and brightest students for paid, for-credit, real-world internship experiences in the entertainment, t ech, sports, news and media industries. We offer career-defining opportunities to learn valuable skills that will help you prepare for a successful future.

Ready to learn more? Here's what we offer:



What you can expect to take away from the semester:





The duration of the program is 1 1 weeks



Start Date: January 29 th

End Date: April 19 th

Interns will be expected to work 16-24 hours per week in a hybrid capacity .

Our internships are paid opportunities with a competitive hourly wage. Credit is not required; however, we will provide the necessary documentation for school credit if desired. R elocation is not provided.

Interviewing will take place from October through mid- December . A WBD team member will contact you if your experiences and interests match an open internship position. Due to the high volume of applications, we are unable to give individual status updates.

How We Get Things Done...

This last bit is probably the most important! Here at WBD, our guiding principles are the core values by which we operate and are central to how we get things done. You can find them at www.wbd.com/guiding-principles/ along with some insights from the team on what they mean and how they show up in their day to day. We hope they resonate with you and look forward to discussing them during your interview.

The Legal Bits...

Warner Bros. Discovery embraces the opportunity to build a workforce that reflects the diversity of our society and the world around us. Being an equal opportunity employer means that we take seriously our responsibility to consider qualified candidates on the basis of merit, without regard to race, color, religion, national origin, gender, sexual orientation, gender identity or expression, age, mental or physical disability, and genetic information, marital status, citizenship status, military status, protected veteran status or any other category protected by law.

If you're a qualified candidate with a disability and you need a reasonable accommodation in order to apply for this position, please contact us at recruitadmin@wbd.com."
